username,role,employment_type,day,risk_score,risk_band,top_driver,recommended_action,failures,out_of_hours,priv_no_mfa,foreign,bytes_out,iso_score,gt,comp_failures,comp_out_of_hours,comp_external_foreign,comp_priv_no_mfa,comp_anomaly,comp_egress
main048,maintenance_engineer,employee,2019-04-09,37.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5063108,0.38154080467812584,,43.2,23.9,49.2,48.1,21.5,35.3
main027,maintenance_engineer,employee,2019-04-27,37.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,9603550,0.3638757142202898,,43.2,23.9,49.2,48.1,3.7,59.1
vend069,vendor_technician,vendor,2019-04-07,37.9,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,8391,0.38521709139268634,,43.2,50.8,49.2,48.1,27.0,10.2
supe104,supervisor,employee,2019-04-16,37.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,9575020,0.3639470732298948,,43.2,23.9,49.2,48.1,3.8,58.9
cont008,control_room_operator,employee,2019-04-27,37.9,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,3797278,0.3716555680508155,,43.2,57.6,49.2,48.1,10.0,28.2
mine095,mine_planner,employee,2019-04-22,37.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,1916268,0.3947671445494422,,43.2,23.9,49.2,48.1,35.1,17.3
main046,maintenance_engineer,employee,2019-04-05,37.8,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,3168107,0.373713348011789,,43.2,57.6,49.2,48.1,12.2,24.6
cont088,contractor_surveyor,contractor,2019-04-13,37.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3157675,0.3875999136269853,,43.2,23.9,49.2,48.1,28.9,24.5
cont011,control_room_operator,employee,2019-04-20,37.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5591007,0.37937484200069205,,43.2,23.9,49.2,48.1,18.3,39.0
supe113,supervisor,employee,2019-04-07,37.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4807378,0.3818948433536962,,43.2,23.9,49.2,48.1,22.1,34.0
ot056,ot_network_admin,employee,2019-04-19,37.8,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,3112651,0.37705886404995775,,43.2,50.8,49.2,48.1,15.7,24.1
cont007,control_room_operator,employee,2019-04-19,37.7,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,3514370,0.37181514127819865,,43.2,57.6,49.2,48.1,10.1,26.6
main027,maintenance_engineer,employee,2019-04-14,37.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7192089,0.3727057809337127,,43.2,23.9,49.2,48.1,11.2,47.3
mine090,mine_planner,employee,2019-04-28,37.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4843189,0.3813349969681055,,43.2,23.9,49.2,48.1,21.3,34.2
mine090,mine_planner,employee,2019-04-19,37.7,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,500823,0.3814734681488756,,43.2,57.6,49.2,48.1,21.3,11.8
cont003,control_room_operator,employee,2019-04-06,37.7,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,59678,0.37895896404612556,,43.2,66.4,49.2,48.1,17.9,10.5
cont011,control_room_operator,employee,2019-04-14,37.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4279645,0.3833583374651929,,43.2,23.9,49.2,48.1,23.7,31.1
main036,maintenance_engineer,employee,2019-04-06,37.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3426204,0.38549647813534327,,43.2,23.9,49.2,48.1,27.4,26.0
main049,maintenance_engineer,employee,2019-04-27,37.7,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,342322,0.3841645941971469,,43.2,50.8,49.2,48.1,24.8,11.3
vend076,vendor_technician,vendor,2019-04-05,37.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5409065,0.3793951093568605,,43.2,23.9,49.2,48.1,18.4,37.8
mine097,mine_planner,employee,2019-04-23,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5260427,0.37972923064392167,,43.2,23.9,49.2,48.1,18.9,36.7
main040,maintenance_engineer,employee,2019-04-25,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6475372,0.37484558980474125,,43.2,23.9,49.2,48.1,13.4,43.7
main036,maintenance_engineer,employee,2019-04-07,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.4032469802684723,,43.2,23.9,49.2,48.1,42.3,5.1
supe107,supervisor,employee,2019-04-19,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5213050,0.37972597093023397,,43.2,23.9,49.2,48.1,18.8,36.4
mine099,mine_planner,employee,2019-04-16,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7572314,0.3711948222882797,,43.2,23.9,49.2,48.1,9.2,49.6
main034,maintenance_engineer,employee,2019-04-09,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,9063178,0.36403946239996515,,43.2,23.9,49.2,48.1,3.9,56.6
cont003,control_room_operator,employee,2019-04-10,37.6,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,2651720,0.37117898253339093,,43.2,66.4,49.2,48.1,9.1,21.2
mine092,mine_planner,employee,2019-04-01,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7339076,0.37193267714848477,,43.2,23.9,49.2,48.1,10.3,48.1
mine094,mine_planner,employee,2019-04-11,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8985744,0.36443380907510553,,43.2,23.9,49.2,48.1,4.4,56.2
mine096,mine_planner,employee,2019-04-07,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.4032469802684723,,43.2,23.9,49.2,48.1,42.3,5.1
cont087,contractor_surveyor,contractor,2019-04-17,37.6,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,0,0.3877362480755989,,43.2,50.8,49.2,48.1,29.0,5.1
mine097,mine_planner,employee,2019-04-19,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,9661963,0.3613751359854827,,43.2,23.9,49.2,48.1,1.6,59.4
vend073,vendor_technician,vendor,2019-04-17,37.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7351167,0.37193267714848477,,43.2,23.9,49.2,48.1,10.3,48.1
cont010,control_room_operator,employee,2019-04-14,37.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,9411922,0.36279926465577944,,43.2,23.9,49.2,48.1,2.1,58.2
main034,maintenance_engineer,employee,2019-04-17,37.5,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,3184640,0.37217916936720336,,43.2,57.6,49.2,48.1,10.5,24.7
vend074,vendor_technician,vendor,2019-04-14,37.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5313841,0.3789081248873753,,43.2,23.9,49.2,48.1,17.8,37.2
main046,maintenance_engineer,employee,2019-04-28,37.5,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,3954713,0.36865932504978766,,43.2,57.6,49.2,48.1,6.9,29.2
vend071,vendor_technician,vendor,2019-04-30,37.5,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,0,0.3874494083703401,,43.2,50.8,49.2,48.1,28.7,5.1
vend075,vendor_technician,vendor,2019-04-13,37.5,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,3309565,0.3749835636459803,,43.2,50.8,49.2,48.1,13.5,25.4
mine097,mine_planner,employee,2019-04-24,37.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,9573201,0.36123488129455567,,43.2,23.9,49.2,48.1,1.4,58.9
cont082,contractor_surveyor,contractor,2019-04-18,37.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5497541,0.3781592929612003,,43.2,23.9,49.2,48.1,17.0,38.4
mine090,mine_planner,employee,2019-04-18,37.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6460674,0.37429384813761546,,43.2,23.9,49.2,48.1,12.7,43.7
main030,maintenance_engineer,employee,2019-04-29,37.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4958011,0.3804460049475559,,43.2,23.9,49.2,48.1,19.5,34.7
cont018,control_room_operator,employee,2019-04-03,37.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8810129,0.36385353010708754,,43.2,23.9,49.2,48.1,3.7,55.4
main039,maintenance_engineer,employee,2019-04-06,37.4,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,0,0.3867619395096179,,43.2,50.8,49.2,48.1,28.1,5.1
main045,maintenance_engineer,employee,2019-04-06,37.3,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,2547469,0.3742589030930427,,43.2,57.6,49.2,48.1,12.6,20.6
vend069,vendor_technician,vendor,2019-04-16,37.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5239429,0.37864796534133033,,43.2,23.9,49.2,48.1,17.5,36.6
it068,it_service_desk,employee,2019-04-15,37.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,707676,0.39501189954460736,,43.2,23.9,49.2,48.1,35.3,12.6
cont004,control_room_operator,employee,2019-04-04,37.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7188390,0.37125790542400633,,43.2,23.9,49.2,48.1,9.3,47.2
main038,maintenance_engineer,employee,2019-04-17,37.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2546206,0.3882616942609226,,43.2,23.9,49.2,48.1,29.6,20.5
cont003,control_room_operator,employee,2019-04-24,37.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,9108348,0.3627247764045418,,43.2,23.9,49.2,48.1,2.0,56.9
vend074,vendor_technician,vendor,2019-04-20,37.2,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,2958337,0.3750684340215725,,43.2,50.8,49.2,48.1,13.6,23.2
main038,maintenance_engineer,employee,2019-04-20,37.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2410555,0.3882616942609226,,43.2,23.9,49.2,48.1,29.6,19.8
cont086,contractor_surveyor,contractor,2019-04-15,37.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4628201,0.38034863778904043,,43.2,23.9,49.2,48.1,19.3,33.0
supe108,supervisor,employee,2019-04-13,37.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3939366,0.38224362180931243,,43.2,23.9,49.2,48.1,22.5,29.1
mine100,mine_planner,employee,2019-04-30,37.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,9208529,0.36039417700856263,,43.2,23.9,49.2,48.1,1.3,57.4
mine102,mine_planner,employee,2019-04-11,37.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7435818,0.3690778694677917,,43.2,23.9,49.2,48.1,7.2,48.9
main045,maintenance_engineer,employee,2019-04-12,37.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7300037,0.36989763270281717,,43.2,23.9,49.2,48.1,8.0,48.0
main042,maintenance_engineer,employee,2019-04-13,37.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8690022,0.36325808496897954,,43.2,23.9,49.2,48.1,2.6,55.0
it065,it_service_desk,employee,2019-04-04,37.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8398833,0.3637909447609509,,43.2,23.9,49.2,48.1,3.6,53.9
mine103,mine_planner,employee,2019-04-08,37.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7269018,0.36985732531374355,,43.2,23.9,49.2,48.1,8.0,47.9
vend074,vendor_technician,vendor,2019-04-25,37.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6187688,0.3734688548878616,,43.2,23.9,49.2,48.1,12.1,42.4
main036,maintenance_engineer,employee,2019-04-15,37.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5503456,0.37649961850281227,,43.2,23.9,49.2,48.1,15.1,38.5
supe114,supervisor,employee,2019-04-05,37.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8692198,0.36325808496897954,,43.2,23.9,49.2,48.1,2.6,55.1
cont013,control_room_operator,employee,2019-04-01,37.0,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4948508,0.37840424601706124,,43.2,23.9,49.2,48.1,17.1,34.6
cont012,control_room_operator,employee,2019-04-13,37.0,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4728885,0.37896554350739803,,43.2,23.9,49.2,48.1,17.9,33.5
it067,it_service_desk,employee,2019-04-02,37.0,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6276648,0.37288475643933144,,43.2,23.9,49.2,48.1,11.4,42.8
main032,maintenance_engineer,employee,2019-04-17,37.0,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6648612,0.371467771877064,,43.2,23.9,49.2,48.1,9.8,44.5
main039,maintenance_engineer,employee,2019-04-30,37.0,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6794355,0.37131705455298053,,43.2,23.9,49.2,48.1,9.4,45.3
supe111,supervisor,employee,2019-04-15,37.0,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,1874954,0.3891855845497415,,43.2,23.9,49.2,48.1,30.5,17.2
ot055,ot_network_admin,employee,2019-04-20,37.0,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7474157,0.3677379069344391,,43.2,23.9,49.2,48.1,6.4,49.1
main042,maintenance_engineer,employee,2019-04-16,37.0,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,677300,0.3784785485110617,,43.2,57.6,49.2,48.1,17.3,12.5
vend076,vendor_technician,vendor,2019-04-18,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.3997863656296732,,43.2,23.9,49.2,48.1,39.1,5.1
main032,maintenance_engineer,employee,2019-04-16,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8178852,0.3634640962772915,,43.2,23.9,49.2,48.1,3.1,52.8
supe107,supervisor,employee,2019-04-20,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4673066,0.37896554350739803,,43.2,23.9,49.2,48.1,17.9,33.3
supe109,supervisor,employee,2019-04-18,36.9,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,2724920,0.3746159264142669,,43.2,50.8,49.2,48.1,13.0,21.7
cont012,control_room_operator,employee,2019-04-30,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3017332,0.38437134534095463,,43.2,23.9,49.2,48.1,25.1,23.7
supe113,supervisor,employee,2019-04-24,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5165591,0.3771164537715472,,43.2,23.9,49.2,48.1,15.7,36.0
supe108,supervisor,employee,2019-04-22,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.3997863656296732,,43.2,23.9,49.2,48.1,39.1,5.1
supe108,supervisor,employee,2019-04-04,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.3997863656296732,,43.2,23.9,49.2,48.1,39.1,5.1
it059,it_service_desk,employee,2019-04-20,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3552451,0.38247508210329195,,43.2,23.9,49.2,48.1,22.7,26.8
mine098,mine_planner,employee,2019-04-25,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.3997863656296732,,43.2,23.9,49.2,48.1,39.1,5.1
main041,maintenance_engineer,employee,2019-04-18,36.9,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,107954,0.3791440899896123,,43.2,57.6,49.2,48.1,18.1,10.7
vend076,vendor_technician,vendor,2019-04-01,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,836956,0.39225690772256777,,43.2,23.9,49.2,48.1,33.1,13.2
mine098,mine_planner,employee,2019-04-11,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.3997863656296732,,43.2,23.9,49.2,48.1,39.1,5.1
mine091,mine_planner,employee,2019-04-11,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.3997863656296732,,43.2,23.9,49.2,48.1,39.1,5.1
mine091,mine_planner,employee,2019-04-16,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,1791822,0.38897935818131474,,43.2,23.9,49.2,48.1,30.4,16.9
main041,maintenance_engineer,employee,2019-04-11,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4766699,0.37845280486766586,,43.2,23.9,49.2,48.1,17.2,33.8
vend076,vendor_technician,vendor,2019-04-27,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3591571,0.38218857006002915,,43.2,23.9,49.2,48.1,22.4,27.0
supe111,supervisor,employee,2019-04-13,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.3997863656296732,,43.2,23.9,49.2,48.1,39.1,5.1
ot056,ot_network_admin,employee,2019-04-28,36.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5052213,0.37769990175523604,,43.2,23.9,49.2,48.1,16.3,35.1
cont079,contractor_surveyor,contractor,2019-04-28,36.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5383406,0.375775880028754,,43.2,23.9,49.2,48.1,14.3,37.5
main035,maintenance_engineer,employee,2019-04-02,36.8,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,3180531,0.3684938547554716,,43.2,57.6,49.2,48.1,6.8,24.7
cont001,control_room_operator,employee,2019-04-22,36.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3386938,0.3825250299650606,,43.2,23.9,49.2,48.1,22.8,25.8
supe111,supervisor,employee,2019-04-04,36.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3156475,0.3838627191311292,,43.2,23.9,49.2,48.1,24.2,24.4
cont020,control_room_operator,employee,2019-04-06,36.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6739332,0.3704088977751871,,43.2,23.9,49.2,48.1,8.5,45.0
it064,it_service_desk,employee,2019-04-17,36.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7253966,0.3678238857889827,,43.2,23.9,49.2,48.1,6.5,47.7
supe113,supervisor,employee,2019-04-11,36.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5066064,0.3771164537715472,,43.2,23.9,49.2,48.1,15.7,35.4
cont084,contractor_surveyor,contractor,2019-04-24,36.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5723467,0.3738529184622066,,43.2,23.9,49.2,48.1,12.4,39.9
cont016,control_room_operator,employee,2019-04-21,36.8,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8116218,0.3634640962772915,,43.2,23.9,49.2,48.1,3.1,52.5
cont078,contractor_surveyor,contractor,2019-04-25,36.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.39919619958653485,,43.2,23.9,49.2,48.1,38.2,5.1
it060,it_service_desk,employee,2019-04-21,36.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6440212,0.3708327030851217,,43.2,23.9,49.2,48.1,9.0,43.5
supe110,supervisor,employee,2019-04-05,36.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5808374,0.37277872037152443,,43.2,23.9,49.2,48.1,11.3,40.5
main048,maintenance_engineer,employee,2019-04-28,36.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,225847,0.39300883173200035,,43.2,23.9,49.2,48.1,33.5,11.1
it065,it_service_desk,employee,2019-04-12,36.7,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,0,0.39919619958653485,,43.2,23.9,49.2,48.1,38.2,5.1
main030,maintenance_engineer,employee,2019-04-22,36.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2718461,0.3843012595373958,,43.2,23.9,49.2,48.1,25.0,21.6
cont023,control_room_operator,employee,2019-04-03,36.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5730212,0.37277872037152443,,43.2,23.9,49.2,48.1,11.3,40.0
main033,maintenance_engineer,employee,2019-04-29,36.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5791148,0.3723934386705925,,43.2,23.9,49.2,48.1,11.0,40.3
cont085,contractor_surveyor,contractor,2019-04-05,36.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2693657,0.3843012595373958,,43.2,23.9,49.2,48.1,25.0,21.4
main028,maintenance_engineer,employee,2019-04-21,36.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7498989,0.3647385983866137,,43.2,23.9,49.2,48.1,4.7,49.1
mine103,mine_planner,employee,2019-04-14,36.6,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7055143,0.36759871225708973,,43.2,23.9,49.2,48.1,6.4,46.5
it063,it_service_desk,employee,2019-04-14,36.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6979645,0.36731995167500736,,43.2,23.9,49.2,48.1,6.2,46.0
main046,maintenance_engineer,employee,2019-04-02,36.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6300891,0.37047724484858136,,43.2,23.9,49.2,48.1,8.6,42.9
supe104,supervisor,employee,2019-04-17,36.5,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,3336370,0.3648336360308427,,43.2,57.6,49.2,48.1,4.8,25.5
cont018,control_room_operator,employee,2019-04-26,36.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8319158,0.3597749289426915,,43.2,23.9,49.2,48.1,0.9,53.5
it059,it_service_desk,employee,2019-04-07,36.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2120388,0.38551395575653163,,43.2,23.9,49.2,48.1,27.4,18.2
cont026,control_room_operator,employee,2019-04-26,36.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8321485,0.3596881013434142,,43.2,23.9,49.2,48.1,0.8,53.5
main031,maintenance_engineer,employee,2019-04-27,36.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3093050,0.38256023323692684,,43.2,23.9,49.2,48.1,22.9,24.0
main032,maintenance_engineer,employee,2019-04-02,36.5,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5234446,0.3748008251766034,,43.2,23.9,49.2,48.1,13.3,36.5
main050,maintenance_engineer,employee,2019-04-27,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4040609,0.3791780243696415,,43.2,23.9,49.2,48.1,18.1,29.7
mine092,mine_planner,employee,2019-04-03,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5332561,0.37370689665962126,,43.2,23.9,49.2,48.1,12.2,37.3
supe104,supervisor,employee,2019-04-11,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2941846,0.3828962249472006,,43.2,23.9,49.2,48.1,23.0,23.0
supe105,supervisor,employee,2019-04-06,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3241889,0.38152272564220857,,43.2,23.9,49.2,48.1,21.4,25.1
cont083,contractor_surveyor,contractor,2019-04-26,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4303899,0.37813428311057756,,43.2,23.9,49.2,48.1,16.9,31.2
mine099,mine_planner,employee,2019-04-11,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6493368,0.3693274075985643,,43.2,23.9,49.2,48.1,7.3,43.8
main050,maintenance_engineer,employee,2019-04-28,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5653013,0.3722861506480623,,43.2,23.9,49.2,48.1,10.7,39.2
it064,it_service_desk,employee,2019-04-08,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5696315,0.37227972807430987,,43.2,23.9,49.2,48.1,10.6,39.6
cont025,control_room_operator,employee,2019-04-25,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,8100096,0.3601777550108811,,43.2,23.9,49.2,48.1,1.1,52.4
cont025,control_room_operator,employee,2019-04-28,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5284222,0.373951504180243,,43.2,23.9,49.2,48.1,12.4,37.0
supe104,supervisor,employee,2019-04-30,36.4,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,832478,0.3784011175300942,,43.2,50.8,49.2,48.1,17.1,13.1
main041,maintenance_engineer,employee,2019-04-10,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,6840556,0.36731995167500736,,43.2,23.9,49.2,48.1,6.2,45.6
vend069,vendor_technician,vendor,2019-04-22,36.4,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,4321645,0.37813428311057756,,43.2,23.9,49.2,48.1,16.9,31.3
it060,it_service_desk,employee,2019-04-15,36.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7779523,0.36222558088693246,,43.2,23.9,49.2,48.1,1.9,50.6
main044,maintenance_engineer,employee,2019-04-19,36.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5643480,0.3722861506480623,,43.2,23.9,49.2,48.1,10.7,39.2
main031,maintenance_engineer,employee,2019-04-12,36.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3570139,0.3805505843064257,,43.2,23.9,49.2,48.1,19.7,26.9
main039,maintenance_engineer,employee,2019-04-12,36.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,1128266,0.3878687522150941,,43.2,23.9,49.2,48.1,29.3,14.1
main050,maintenance_engineer,employee,2019-04-10,36.3,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5515138,0.3723813833974984,,43.2,23.9,49.2,48.1,10.9,38.6
vend071,vendor_technician,vendor,2019-04-07,36.2,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,3422333,0.36735643192187356,,43.2,50.8,49.2,48.1,6.3,25.9
vend072,vendor_technician,vendor,2019-04-04,36.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2607754,0.3833402336990949,,43.2,23.9,49.2,48.1,23.6,21.0
vend071,vendor_technician,vendor,2019-04-16,36.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7187724,0.36414549913369776,,43.2,23.9,49.2,48.1,3.9,47.2
cont078,contractor_surveyor,contractor,2019-04-12,36.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7826202,0.35986336709409583,,43.2,23.9,49.2,48.1,1.0,50.8
supe108,supervisor,employee,2019-04-15,36.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,3076958,0.3816056979459776,,43.2,23.9,49.2,48.1,21.6,23.9
supe109,supervisor,employee,2019-04-01,36.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5435924,0.37213016489890255,,43.2,23.9,49.2,48.1,10.5,38.1
cont086,contractor_surveyor,contractor,2019-04-13,36.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5502390,0.3722480723074778,,43.2,23.9,49.2,48.1,10.6,38.5
cont022,control_room_operator,employee,2019-04-20,36.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,7578904,0.36268284037368825,,43.2,23.9,49.2,48.1,2.0,49.6
cont011,control_room_operator,employee,2019-04-28,36.2,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2663599,0.38302483123798986,,43.2,23.9,49.2,48.1,23.2,21.2
mine090,mine_planner,employee,2019-04-30,36.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,2462333,0.383317328543262,,43.2,23.9,49.2,48.1,23.6,20.1
main032,maintenance_engineer,employee,2019-04-22,36.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5167191,0.37309398887275197,,43.2,23.9,49.2,48.1,11.7,36.1
it061,it_service_desk,employee,2019-04-18,36.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5140497,0.3734526291041021,,43.2,23.9,49.2,48.1,12.0,35.9
mine096,mine_planner,employee,2019-04-16,36.1,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,5726360,0.37066475319499426,,43.2,23.9,49.2,48.1,8.8,39.9
it065,it_service_desk,employee,2019-04-27,36.1,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,2484497,0.36886486421598647,,43.2,57.6,49.2,48.1,6.9,20.2
